from_address,to_address,amount_previous_transaction_of_sender,eth_value,block_timestamp,scam_adx
0x933ffe8d3c885071c6b138b929418d9126091e10,0x32be343b94f860124dc4fee278fdcbd38c102d88,2,0.198818,2015-08-22 10:36:16 UTC,
0x608f4b86321a68453f9adf6f06f7fc3e621739ad,0x32be343b94f860124dc4fee278fdcbd38c102d88,185,5.15606376,2015-08-22 06:04:56 UTC,
0x5bb33b0e16f8a05c5124c33418922c5b1be8f810,0x32be343b94f860124dc4fee278fdcbd38c102d88,7,10.09876376,2015-08-22 06:04:56 UTC,
0x9fa0960220d2d51d54f755501e391da140c2ef63,0x32be343b94f860124dc4fee278fdcbd38c102d88,14,4.99876376,2015-08-22 06:04:56 UTC,
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x2b15c5211bda6a867c582080536f6c61766aa5af,1724,319.35,2015-08-22 20:41:55 UTC,
0x608f4b86321a68453f9adf6f06f7fc3e621739ad,0x32be343b94f860124dc4fee278fdcbd38c102d88,317,4.99879744,2015-08-22 23:16:29 UTC,
0xc8f930b3924689841be53f85869ab277a9196c02,0x32be343b94f860124dc4fee278fdcbd38c102d88,1,1.45224037,2015-08-22 13:08:39 UTC,
0x036624aad9a6ddf25532af5635e2880f5666a070,0x32be343b94f860124dc4fee278fdcbd38c102d88,1,1.77568637,2015-08-22 13:08:39 UTC,
0xa83dfbe4eb8ddec112360483a8dab6d1eafb1d29,0x32be343b94f860124dc4fee278fdcbd38c102d88,2,4.08457559,2015-08-22 13:08:39 UTC,
0x2910543af39aba0cd09dbb2d50200b3e800a63d2,0xb304298bf5902628ab9c5260a7fcb45aea8299df,1290,19999.995,2015-08-22 23:00:38 UTC,
0x48f234d099af5b0c6e5fcf1f70e1be9b8b7cd31f,0x32be343b94f860124dc4fee278fdcbd38c102d88,2,0.99880067,2015-08-22 17:29:21 UTC,
0xa9f5e7bf6cbf6fec55b30850eb492b47a376d050,0x32be343b94f860124dc4fee278fdcbd38c102d88,38,61.99881298,2015-08-22 17:29:21 UTC,
0x3d31a7cdbf1b9952c1c4d567b97c54fc354e6a7b,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,12,99.98895,2015-08-22 03:20:40 UTC,
0x608f4b86321a68453f9adf6f06f7fc3e621739ad,0x32be343b94f860124dc4fee278fdcbd38c102d88,192,9.99883646,2015-08-22 06:50:38 UTC,
0x4b5c8ddb3ba75912c33f9b2e3300655a2fbf44ac,0x32be343b94f860124dc4fee278fdcbd38c102d88,3,4.99884722,2015-08-22 13:23:26 UTC,
0xa6bdc31c431b8f97848c9d60cbbe9660dc450eb7,0x32be343b94f860124dc4fee278fdcbd38c102d88,230,5.00246257,2015-08-22 13:23:26 UTC,
